-1.865471125,0.775105774,1.131499052,-0.687955856,-0.12491519,0.019456495,0.103417173,1.175927162,-0.506706238,-1.253336191,1.693400621,1.052839279,-1.641923428,0.200235441,1.473477006,-0.116850346,0.003550064,0.098502964,-0.042118281
-1.89567256,0.63155824,1.577260017,-0.626762807,-0.547136009,0.755018771,0.392261058,0.45286718,0.449855655,-0.558926702,0.565821588,1.963123322,-0.249443099,-1.101059675,1.885566473,1.837970734,-0.995166957,0.020544209,2.071048498
-1.909428358,0.441940814,1.948085547,-0.295614809,-1.065153956,0.987715185,1.318048239,-0.01502493,0.141424999,0.778919876,0.620529234,0.953094125,1.014919519,-0.021480026,0.450869501,2.149346352,1.128433585,-0.797143519,0.936425805
-1.906082749,0.221486017,2.196243525,0.248984799,-1.407441616,0.627978742,2.2429986,0.487533987,-0.760028482,0.930442512,2.040359736,0.704442918,-0.041035041,1.076788187,1.611791849,0.88729012,0.66440326,1.038247228,1.007082939
-1.885278702,-0.012440122,2.292855263,0.891340017,-1.377786398,-0.062864356,2.517966747,1.664945006,-0.859021127,-0.183176339,2.500454426,2.222436905,-0.407256544,-0.398951322,2.215494633,2.500693083,-0.07690075,-0.709065139,1.680556417
-1.84696424,-0.241556123,2.232338905,1.48803544,-0.93887955,-0.630540371,1.998323321,2.506539822,0.195250794,-0.784481645,1.268276215,2.758228064,1.165007234,-0.680717409,0.317308635,2.221863031,1.638087869,-0.425932705,-0.549145103
-1.791393638,-0.447946906,2.033225298,1.907014012,-0.228717148,-0.701180875,1.156862617,2.313466072,1.258850575,0.062832482,0.488562226,1.388231278,1.269498706,0.7047171,0.635473371,0.568603098,0.072927646,0.028410899,0.718244493
-1.719123721,-0.615319848,1.735220313,2.063552141,0.497126728,-0.20638068,0.703547955,1.408210397,1.128617168,1.03240943,1.37703085,0.88943857,-0.320878327,-0.259167671,1.345055342,1.82991004,-0.196188882,-2.102516174,-1.150997162
-1.631003499,-0.730147779,1.392970085,1.943273544,0.972967684,0.574822247,1.016160131,0.802355826,0.054737974,0.539084733,2.068746805,2.091905832,-0.112606123,-1.757176042,-0.719245613,1.132500768,0.964324534,-0.729645789,-1.487994432
-1.528160214,-0.782619,1.067501426,1.605896354,1.034810662,1.18220222,1.837069273,1.161954045,-0.575349093,-0.861263394,0.934120715,2.209014654,1.109600306,-0.7187168,-1.067041159,-0.586332381,-0.999581635,-1.686029315,-0.89816922
-1.411979318,-0.767327786,0.816670477,1.168689132,0.689240813,1.249309063,2.478584528,2.127086163,0.016585715,-1.304192424,-0.514693916,0.544213951,0.139027417,-0.590108275,-0.031468451,0.733103514,-0.298865706,-2.353482008,-2.787372351
-1.284081101,-0.683658004,0.686107934,0.774169982,0.110297903,0.722513735,2.372734785,2.680459499,1.023210526,-0.423370838,-0.27887249,-0.05037079,-1.216736198,-2.425417423,-1.705706596,0.077223972,0.499237984,-0.529852033,-0.850814223
-1.146291852,-0.535832286,0.702070713,0.550904572,-0.434340298,-0.107008897,1.52595973,2.188595533,1.075388908,0.11108464,0.614193261,1.062706828,-0.230784446,-2.101829767,-2.338150024,-1.26823926,-1.060605407,-1.956100464,-1.864591241
-1.000612378,-0.332623512,0.867314279,0.578146815,-0.696666539,-0.77750814,0.51519227,1.052290201,-0.024231661,-0.864391863,-0.036272511,1.054412246,0.529901505,-0.794458568,-0.779037595,0.443685442,0.704807222,-0.531857252,-1.252152443
-0.8491835,-0.086749032,1.160628438,0.864015222,-0.553257644,-0.932775497,0.028435567,0.301983327,-1.042568326,-2.228082657,-1.671571374,-0.565500677,-0.841147602,-1.917304397,-1.661506176,0.037397854,1.044640422,0.481144875,0.117277905
-0.694248259,0.18601051,1.540109634,1.343186855,-0.057454567,-0.534830809,0.317071497,0.551055253,-0.858783126,-2.248776674,-1.932567716,-0.912349284,-1.169497609,-2.363553524,-2.392147303,-0.887925386,0.123046503,-0.504594624,-1.223071575
-0.538113356,0.467906147,1.949658871,1.894741178,0.583242655,0.11416024,0.997694373,1.375700593,0.134971112,-1.18372798,-0.813094854,0.427290797,0.514974356,-0.461521506,-0.4729743,1.078243494,2.300668716,1.810962915,0.905173063
